womens,Strade Bianche,strade-bianche-donne,07/03/2026,1
womens,Trofeo Oro in Euro,trofeo-oro-in-euro,08/03/2026,1
womens,Ixina GP Oetingen,gp-oetingen,11/03/2026,1
womens,Trofeo Alfredo Binda - Comune di Cittiglio,trofeo-alfredo-binda,15/03/2026,1
womens,Danilith Nokere Koerse,nokere-koerse-we,18/03/2026,1
womens,Milano-Sanremo,milano-sanremo-donne,21/03/2026,1
womens,Ronde van Brugge,classic-brugge-de-panne-we,26/03/2026,1
womens,Gent-Wevelgem in Flanders Fields,gent-wevelgem-women-elite,29/03/2026,1
womens,Dwars door Vlaanderen /  A Travers La Flandre,dwars-door-vlaanderen-we,01/04/2026,1
womens,Ronde van Vlaanderen,ronde-van-vlaanderen-we,05/04/2026,1
womens,Scheldeprijs,scheldeprijs-we,08/04/2026,1
womens,Paris-Roubaix,paris-roubaix-we,12/04/2026,1
womens,Brabantse Pijl - La Flèche Brabançonne,brabantse-pijl-we,17/04/2026,1
womens,Amstel Gold Race,amstel-gold-race-we,19/04/2026,1
womens,Grand Prix Féminin de Chambéry,grand-prix-feminin-de-chambery,19/04/2026,1
womens,La Flèche Wallonne,la-fleche-wallonne-feminine,22/04/2026,1
womens,Vuelta a Ciclista Andalucia,vuelta-ciclista-andalucia-ruta-del-sol,24/04/2026,3
womens,GP Liberazione,gp-liberazione,25/04/2026,1
womens,EPZ Omloop van Borsele,omloop-van-borsele,25/04/2026,1
womens,Liège-Bastogne-Liège,liege-bastogne-liege-femmes,26/04/2026,1
womens,Ceratizit Festival Elsy Jacobs à Garnich,ceratizit-festival-elsy-jacobs-a-garnich,02/05/2026,1
womens,Ceratizit Festival Elsy Jacobs à Luxembourg,ceratizit-festival-elsy-jacobs-a-luxembourg,03/05/2026,1
womens,Vuelta a España,vuelta-espana-femenina,03/05/2026,8
womens,La Classique Morbihan,la-classique-morbihan,08/05/2026,1
womens,Grand Prix du Morbihan,gp-de-plumelec-morbihan-dames,09/05/2026,1
womens,Trofee Maarten Wynants,trofee-maarten-wynants2,10/05/2026,1
womens,Navarra Women's Elite Classic,navarra-women-s-elite-classics,13/05/2026,1
womens,Itzulia Basque Country,itzulia-women,15/05/2026,3
womens,Durango-Durango Emakumeen Saria,durango-durango-emakumeen-saria,19/05/2026,1
womens,Vuelta a Burgos,vuelta-a-burgos-feminas,21/05/2026,4
womens,Antwerp Port Epic / Sels Trophy,antwerp-port-epic-ladies,24/05/2026,1
womens,Giro d'Italia,giro-d-italia-women,30/05/2026,9
womens,Tour of Norway,tour-of-norway-women,31/05/2026,2
womens,Volta Ciclista a Catalunya,volta-ciclista-a-catalunya-femenina,06/06/2026,3
womens,Dwars door de Westhoek,dwars-door-de-westhoek,07/06/2026,1
womens,Alpes Gresivaudan Classic,alpes-gresivaudan-classic,07/06/2026,1
womens,CIC-Tour Féminin International des Pyrénées,tour-feminin-international-des-pyrenees,12/06/2026,3
womens,Duracell Dwars door het Hageland,dwars-door-het-hageland,13/06/2026,1
womens,Copenhagen Sprint,copenhagen-sprint-we,13/06/2026,1
womens,Tour de Suisse,tour-de-suisse-women,17/06/2026,4
womens,Argenta Classic - Deurne,2-districtenpijl-ekeren-deurne-we,05/07/2026,1
womens,Baloise Ladies Tour,bene-ladies-tour,15/07/2026,5
womens,La Perigord Ladies,la-perigord-ladies,18/07/2026,1
womens,La Picto-Charentaise,la-picto-charentaise,19/07/2026,1
womens,Tour de Pologne,tour-de-pologne-women,24/07/2026,3
womens,Tour de France,tour-de-france-femmes,01/08/2026,10
womens,Grote Prijs Yvonne Reynders,grote-prijs-yvonne-reynders,15/08/2026,1
womens,Tour of Britain,the-women-s-tour,19/08/2026,5
womens,GP Lucien Van Impe,gp-lucien-van-impe,20/08/2026,1
womens,Konvert Koerse,konvert-koerse,21/08/2026,1
womens,Kreiz Breizh Elites Feminin,Tour-de-Belle-Isle-en-Terre-Kreiz-Breizh-Elites-Da,27/08/2026,1
womens,Classic Lorient Agglomeration,gp-ouest-france-plouay,29/08/2026,1
womens,Tour de Romandie,tour-de-romandie-feminin,04/09/2026,3
womens,Pointe du Raz Ladies Classic,pointe-du-raz-ladies-classic,06/09/2026,1
womens,La Choralis Fourmies,gp-de-fourmies-la-voix-du-nord-we,13/09/2026,1
womens,Grand Prix Stuttgart & Region,women-s-cycling-grand-prix-stuttgart,13/09/2026,1
womens,GP de Wallonie,grand-prix-de-wallonie-we,16/09/2026,1
womens,World Championship Time Trial,world-championship-itt-we,20/09/2026,1
womens,World Championship Mixed Time Trial,world-championship-mixed-relay-ttt,22/09/2026,1
womens,World Championship Road Race,world-championship-we,26/09/2026,1
womens,UEC Road European Championships - RR,uec-road-european-championships-we,03/10/2026,1
womens,Giro dell'Emilia,giro-dell-emilia-internazionale-donne-elite,03/10/2026,1
womens,Tre Valli Varesine,tre-valli-varesine-women-s-race,06/10/2026,1
womens,Binche-Chimay-Binche,binche-chimay-binche-pour-dames,06/10/2026,1
womens,UEC Road European Championships - ITT,uec-road-european-championships-we-itt,07/10/2026,1
womens,Simac Ladies Tour,simac-ladies-tour,13/10/2026,6
womens,Tour of Chongming Island,tour-of-chongming-island-world-cup,13/10/2026,3
womens,Tour of Guangxi,tour-of-guangxi-women-s-elite-world-challenge,18/10/2026,1
womens,Chrono des Nations,chrono-des-nations-we,18/10/2026,1
