mens,Coen Vermeltfoort,NED,XYZ,1,1,0
mens,Colby Simmons,USA,EFE,1,1,0
mens,Cole Davis,USA,XYZ,1,1,0
mens,Cole Kessler,USA,MAP,1,0,0
mens,Colin Savioz,FRA,URR,1,0,0
mens,Colin Stüssi,SUI,VBG,1,1,0
mens,Connor Swift,GBR,IGD,1,1,40
mens,Conor Murphy,IRL,DCD,1,0,0
mens,Corbin Strong,NZL,NSN,10,8,935
mens,Cristian Camilo Muñoz,COL,TNC,1,1,0
mens,Cristian Rodríguez,ESP,XAT,2,2,200
mens,Cyril Barthe,FRA,GFC,1,1,0
mens,Cyrus Monk,AUS,FNX,1,1,0
mens,Daan Dijkman,NED,UAZ,1,0,0
mens,Daan Hoole,NED,DCT,4,3,378
mens,Damiano Caruso,ITA,TBV,3,1,440
mens,Damien Howson,AUS,PQT,1,1,0
mens,Damien Touze,FRA,COF,1,1,0
mens,Daniel Arroyave,COL,XYZ,1,1,0
mens,Daniel Babor,CZE,XYZ,1,1,0
mens,Daniel Cavia,ESP,BBH,1,1,0
mens,Daniel Felipe Martinez,COL,RBH,4,6,175
mens,Daniel McLay,GBR,ZZZ,1,1,0
mens,Daniel Mendez,COL,MED,1,1,0
mens,Daniel Moreira,POR,HBG,1,0,0
mens,Daniel Muñoz,COL,XYZ,1,1,0
mens,Daniel Skerl,ITA,TBV,1,1,0
mens,Daniel Stampe,DEN,BPC,1,1,0
mens,Daniel Turek,CZE,FGI,1,1,0
mens,Daniel Viegas,POR,ALL,1,1,0
mens,Daniele Forlin,ITA,MOY,1,0,0
mens,Daniil Marukhin,KAZ,HST,1,1,0
mens,Danny van der Tuuk,NED,EUS,1,1,0
mens,Danny van Poppel,NED,RBH,6,6,600
mens,Dario Giuliano,FRA,PTV,1,0,0
mens,Dario Igor Belletta,ITA,PTV,1,0,0
mens,Darren Rafferty,IRL,EFE,1,2,0
mens,Darren van Bekkum,NED,XAT,1,1,0
mens,David De La Cruz,ESP,PQT,1,1,160
mens,David Dekker,NED,BCY,1,1,0
mens,David Delgado,ESP,XYZ,1,1,0
mens,David Gaffney,IRL,HBG,1,0,0
mens,David Gaudu,FRA,GFC,5,10,170
mens,David Gonzalez,ESP,PQT,1,1,0
mens,David Lozano,COL,TNN,1,1,0
mens,David Martin,ESP,ZZZ,1,1,0
mens,David Zanutta,ITA,AQD,1,0,0
mens,Davide Bais,ITA,PTV,1,1,20
mens,Davide Baldaccini,ITA,ZZZ,1,1,0
mens,Davide Ballerini,ITA,XAT,4,1,395
mens,Davide Bomboi,BEL,ZZZ,1,1,40
mens,Davide Cimolai,ITA,ZZZ,1,2,0
mens,Davide De Cassan,ITA,GEF,1,1,0
mens,Davide De Pretto,ITA,JAY,1,4,70
mens,Davide Donati,ITA,RBC,1,0,0
mens,Davide Formolo,ITA,MOV,1,1,40
mens,Davide Frigo,ITA,IGA,1,0,0
mens,Davide Persico,ITA,MBH,1,1,0
mens,Davide Piganzoli,ITA,TVL,5,5,385
mens,Davide Stella,ITA,UAZ,1,0,0
mens,Davide Toneatti,ITA,XAT,1,1,0
mens,Dawid Lewandowski,POL,ICA,1,0,0
mens,Dawit Yemane,ERI,XYZ,1,1,0
mens,Declan Irvine,AUS,TNN,1,1,0
mens,Delio Fernandez,ESP,ZZZ,1,1,0
mens,Denis Sergiyenko,KAZ,AQD,1,0,0
mens,Derek Gee,CAN,LTK,8,5,725
mens,Dias Rysbay,KAZ,AQD,1,0,0
mens,Diego Bracalente,ITA,MBH,1,0,0
mens,Diego Camargo,COL,MED,1,1,0
mens,Diego Casagrande,SUI,TUU,1,0,0
mens,Diego Pescador,COL,MOV,1,1,15
mens,Diego Sevilla,ESP,PTV,1,1,0
mens,Diego Ulissi,ITA,XAT,5,12,370
mens,Diego Uriarte,ESP,EKP,1,1,0
mens,Dillon Corkery,IRE,TPP,1,0,0
mens,Dion Smith,NZL,NSN,1,1,100
mens,Djordje Djuric,SRB,TFT,1,1,0
mens,Domen Novak,SLO,UAD,1,1,25
mens,Donavan Grondin,FRA,VCR,1,1,0
mens,Donovan Mackie,AUS,TNN,1,0,0
mens,Dorian Godon,FRA,IGD,8,4,950
mens,Dorian Lagrave,FRA,VDU,1,0,0
mens,Doriand Percrule,FRA,XYZ,1,1,0
mens,Dries De Bondt,BEL,JAY,4,1,430
mens,Dries De Pooter,BEL,JAY,1,1,0
mens,Dries Van Gestel,BEL,SOQ,1,2,0
mens,Duarte Marivoet,BEL,LWD,1,0,0
mens,Dušan Rajović,SRB,TFT,1,1,100
mens,Dylan Bibic,CAN,ICA,1,0,0
mens,Dylan Groenewegen,NED,URR,10,12,770
mens,Dylan Sage,GBR,IGA,1,0,0
mens,Dylan Teuns,BEL,COF,2,4,50
mens,Dylan van Baarle,NED,SOQ,1,4,10
mens,Dylan Vandenstorme,BEL,TFB,1,1,0
mens,Eddie Dunbar,IRL,PQT,2,4,30
mens,Eddy Finé,FRA,ZZZ,1,1,0
mens,Eddy Le Huitouze,FRA,XYZ,1,1,0
mens,Edoardo Affini,ITA,TVL,3,5,73
mens,Edoardo Cipollini,ITA,MBH,1,0,0
mens,Edoardo Zambanini,ITA,TBV,5,5,415
mens,Edoardo Zamperini,ITA,COF,1,0,0
mens,Édouard Claisse,BEL,LWD,1,0,0
mens,Eduard Michael Grosu,ROU,FNX,1,1,0
mens,Eduard Prades,ESP,CJR,3,1,360
mens,Eduardo Sepulveda,ARG,LNS,1,1,0
mens,Edward Cruz,COL,BCS,1,1,0
mens,Edward Planckaert,BEL,APT,1,1,60
mens,Edward Ravasi,ITA,ZZZ,1,1,0
mens,Edward Theuns,BEL,LTK,1,1,150
mens,Egan Bernal,COL,IGD,12,6,1083
mens,Einer Rubio,COL,MOV,3,5,295
mens,Eivind Fougner,NOR,URR,1,0,0
mens,Elia Andreaus,ITA,BVD,1,0,0
mens,Elia Viviani,ITA,ZZZ,1,1,95
mens,Elias Maris,BEL,TFB,1,1,0
mens,Elie Gesbert,FRA,ZZZ,1,1,0
mens,Eliott Boulet,FRA,CGF,1,0,0
mens,Ellande Larronde,FRA,CJR,1,0,0
mens,Elliot Rowe,GBR,VLD,1,0,0
mens,Elmar Reinders,NED,URR,1,1,0
mens,Emanuel Buchmann,GER,COF,1,1,75
mens,Embret Svestad-Bårdseng,NOR,IGD,1,1,30
mens,Emiel Verstrynge,BEL,APT,1,1,60
mens,Emil Dima,ROU,XYZ,1,1,100
mens,Emil Herzog,GER,RBH,1,1,40
mens,Emilien Jeannière,FRA,TEN,12,8,1200
mens,Emils Liepins,LAT,PQT,1,1,0
mens,Emmanuel Houcou,FRA,PQT,1,0,0
mens,Emmanuel Morin,FRA,XYZ,1,1,0
mens,Emry Faingezicht,ISR,ICA,1,0,0
mens,Eñaut Urkaregi,ESP,LTF,1,0,0
mens,Enea Sambinello,ITA,UAZ,1,0,0
mens,Enekoitz Azparren,ESP,XYZ,1,1,0
mens,Enric Mas Nicolau,ESP,MOV,10,14,595
mens,Enrico Zanoncello,ITA,BCS,1,1,10
mens,Enrique Maranchón,ESP,ICA,1,0,0
mens,Enzo Boulet,FRA,VVB,1,1,0
mens,Enzo Leijnse,NED,ACR,1,1,0
mens,Enzo Paleni,FRA,GFC,1,1,0
mens,Erazem Valjavec,SLO,SQD,1,0,0
mens,Eric Antonio Fagundez,URU,BBH,1,1,110
mens,Eric Igual,ESP,MOY,1,0,0
mens,Erik Fetter,HUN,TUS,1,1,0
mens,Erik Nordsaeter Resell,NOR,UXM,1,1,0
mens,Erlend Blikra,NOR,UXM,4,1,360
mens,Esteban Chaves,COL,ZZZ,1,1,0
mens,Esteban Foucher,FRA,CGF,1,0,0
mens,Ethan Batt,NZL,CDT,1,1,0
mens,Ethan Hayter,GBR,SOQ,6,3,575
mens,Ethan Vernon,GBR,NSN,4,2,390
mens,Eugenio Sánchez,ESP,VSC,1,1,0
mens,Evan Pavis,FRA,VDU,1,0,0
mens,Ewen Costiou,FRA,GFC,2,3,145
mens,Ezra Caudell,USA,MAP,1,0,0
mens,Fabian Lienhard,SUI,TUD,1,1,0
mens,Fabian Weiss,SUI,TUD,1,1,0
mens,Fabien Doubey,FRA,TEN,1,1,0
mens,Fabien Grellier,FRA,TEN,1,1,0
mens,Fabio Christen,SUI,PQT,6,4,555
mens,Fabio Duarte,COL,XYZ,1,1,0
mens,Fabio Jakobsen,NED,TPP,2,2,0
mens,Fabio Segatta,ITA,VLD,1,0,0
mens,Fabio Van den Bossche,BEL,SOQ,1,1,30
mens,Fabrizio Crozzolo,ARG,PTV,1,0,0
mens,Fausto Masnada,ITA,MBH,1,1,0
mens,Federico Biagini,ITA,BCS,1,1,0
mens,Federico Savino,ITA,SQD,1,0,0
mens,Felix Engelhardt,GER,JAY,3,1,260
mens,Felix Gall,AUT,DCT,12,16,890
mens,Felix Groß,GER,XYZ,1,1,0
mens,Felix Großschartner,AUT,UAD,5,2,450
mens,Felix James Meo,NZL,TFT,1,1,0
mens,Felix Ørn-Kristoff,NOR,LOI,1,0,0
mens,Fernando Barcelo,ESP,CJR,1,1,60
mens,Fernando Gaviria,COL,CJR,1,1,0
mens,Fernando Tercero,ESP,PTV,1,1,60
mens,Ferre Geeraerts,BEL,TFB,1,0,0
mens,Filip Gruszczynski,POL,MBH,1,0,0
mens,Filip Maciejuk,POL,MOV,1,1,100
mens,Filip Novák,CZE,MOY,1,0,0
mens,Filip Smørås,NOR,ICA,1,0,0
mens,Filippo Baroncini,ITA,UAD,2,4,180
mens,Filippo Cettolin,ITA,BCS,1,1,0
mens,Filippo Colombo,SUI,XYZ,1,1,0
mens,Filippo Conca,ITA,JAY,1,1,100
mens,Filippo Fiorelli,ITA,TVL,1,1,20
mens,Filippo Fortin,ITA,HAC,1,1,0
mens,Filippo Ganna,ITA,IGD,16,10,1483
mens,Filippo Magli,ITA,BCS,2,1,165
mens,Filippo Ridolfo,ITA,TNN,1,1,0
mens,Filippo Tagliani,ITA,CNM,1,1,0
mens,Filippo Turconi,ITA,BCS,1,1,0
mens,Filippo Zana,ITA,SOQ,2,4,140
mens,Finlay Pickering,GBR,JAY,1,1,40
mens,Finlay Tarling,GBR,ICA,1,0,0
mens,Finn Fisher-Black,NZL,RBH,1,2,5
mens,Finn O'Brien,GBR,DPP,1,0,0
mens,Fletcher Medway,AUS,IGA,1,0,0
mens,Florian Dauphin,FRA,TEN,1,1,0
mens,Florian Lipowitz,GER,RBH,14,8,1278
mens,Florian Samuel Kajamini,ITA,XAT,1,1,0
mens,Florian Senechal,FRA,APT,1,1,0
mens,Florian Stork,GER,TUD,1,1,100
mens,Florian Vermeersch,BEL,UAD,6,8,670
mens,Floris De Tier,BEL,XYZ,1,1,0
mens,Floris Van Tricht,BEL,NSN,1,0,0
mens,Fran Miholjevic,CRO,TBV,1,1,0
mens,Francesco Baruzzi,ITA,VLD,1,0,0
mens,Francesco Busatto,ITA,APT,2,3,115
mens,Francisco Campos,POR,ATF,1,1,0
mens,Francisco Galván,ESP,ZZZ,1,1,60
mens,Francisco Joel Peñuela,VEN,CJR,1,1,40
mens,Francisco Mancebo,ESP,PIT,1,1,0
mens,Francisco Muñoz,ESP,PTV,1,1,0
mens,Frank van den Broek,NED,TPP,2,2,110
mens,Franklin Archibold Castillo,PAN,TFT,1,0,0
mens,Fred Wright,GBR,PQT,6,2,725
mens,Frederico Figueiredo,POR,XYZ,1,1,0
mens,Frederik Frison,BEL,PQT,1,1,0
mens,Frederik Muff,DEN,XYZ,1,1,0
