female,amstel-gold-race,2026-04-19,1
female,grand-prix-feminin-de-chambery,2026-04-19,1
female,la-fleche-wallonne,2026-04-22,1
female,vuelta-a-ciclista-andalucia,2026-04-24,3
female,gp-liberazione,2026-04-25,1
female,epz-omloop-van-borsele,2026-04-25,1
female,liege-bastogne-liege,2026-04-26,1
female,ceratizit-festival-elsy-jacobs-a-garnich,2026-05-02,1
female,ceratizit-festival-elsy-jacobs-a-luxembourg,2026-05-03,1
female,vuelta-a-espana,2026-05-03,8
female,la-classique-morbihan,2026-05-08,1
female,grand-prix-du-morbihan,2026-05-09,1
female,trofee-maarten-wynants,2026-05-10,1
female,navarra-women-s-elite-classic,2026-05-13,1
female,itzulia-basque-country,2026-05-15,3
female,durango-durango-emakumeen-saria,2026-05-19,1
female,vuelta-a-burgos,2026-05-21,4
female,antwerp-port-epic-sels-trophy,2026-05-24,1
female,giro-d-italia,2026-05-30,8
female,tour-of-norway,2026-05-31,2
female,volta-ciclista-a-catalunya,2026-06-06,3
female,dwars-door-de-westhoek,2026-06-07,1
female,alpes-gresivaudan-classic,2026-06-07,1
female,cic-tour-feminin-international-des-pyrenees,2026-06-12,3
female,duracell-dwars-door-het-hageland,2026-06-13,1
female,copenhagen-sprint,2026-06-13,1
female,tour-de-suisse,2026-06-17,4
female,argenta-classic-deurne,2026-07-05,1
female,baloise-ladies-tour,2026-07-15,5
female,la-perigord-ladies,2026-07-18,1
female,la-picto-charentaise,2026-07-19,1
female,tour-de-pologne,2026-07-24,3
female,tour-de-france,2026-08-01,9
female,grote-prijs-yvonne-reynders,2026-08-15,1
female,tour-of-britain,2026-08-19,5
female,gp-lucien-van-impe,2026-08-20,1
female,konvert-koerse,2026-08-21,1
female,kreiz-breizh-elites-feminin,2026-08-27,1
female,classic-lorient-agglomeration,2026-08-29,1
female,tour-de-romandie,2026-09-04,3
female,pointe-du-raz-ladies-classic,2026-09-06,1
female,la-choralis-fourmies,2026-09-13,1
female,grand-prix-stuttgart-region,2026-09-13,1
female,gp-de-wallonie,2026-09-16,1
female,world-championship-time-trial,2026-09-20,1
female,world-championship-mixed-time-trial,2026-09-22,1
female,world-championship-road-race,2026-09-26,1
female,uec-road-european-championships-rr,2026-10-03,1
female,giro-dell-emilia,2026-10-03,1
female,tre-valli-varesine,2026-10-06,1
female,binche-chimay-binche,2026-10-06,1
female,uec-road-european-championships-itt,2026-10-07,1
female,simac-ladies-tour,2026-10-13,6
female,tour-of-chongming-island,2026-10-13,3
female,tour-of-guangxi,2026-10-18,1
female,chrono-des-nations,2026-10-18,1
